"Registration Authority Code","Country","Country Code","Jurisdiction (country or region)","International name of Register","Local name of Register","International name of organisation responsible for the Register","Local name of organisation responsible for the Register","Website","Comments"
"RA000189","Martinique","MQ","Martinique","Register of Companies (Sirene)","Sirene","National Institute of Statistics and Economic Studies","Institut National de la Statistique et des Études Économiques","http://sirene.fr/sirene/public/accueil?sirene_locale=en",""
"RA000192","Martinique","MQ","Martinique","Register of Commerce and Companies","Registre du Commerce et des Sociétés","Infogreffe","Infogreffe","www.infogreffe.com",""
"RA000446","Mauritania","MR","Mauritania","Commercial Registry","","Commercial Registry","Greffe du Tribunal de Commerce","http://tribunalcommerce.mr/",""
"RA000947","Mauritania","MR","Mauritania","","","Central Bank of Mauritania","Banque Centrale de Mauritanie","https://www.bcm.mr/","to be used as a Validation Authority for funds"
"RA000447","Mauritius","MU","Mauritius","Corporate and Business Registration","","Corporate and Business Registration Department (of the Ministry of Finance and Economic Development)","","https://companies.govmu.org/Pages/default.aspx","new website address"
"RA000757","Mauritius","MU","Mauritius","Register of Licensees","Register of Licensees","Financial Services Commission","Financial Services Commission","https://www.fscmauritius.org/en/supervision/register-of-licensees","to be used for Mauritius ‘domestic’ entities licensed/approved/authorised/registered by the FSC and GBC1s licensed/approved/authorised/registered to provide financial services or to conduct financial business"
"RA000189","Mayotte","YT","Mayotte","Register of Companies (Sirene)","Sirene","National Institute of Statistics and Economic Studies","Institut National de la Statistique et des Études Économiques","http://sirene.fr/sirene/public/accueil?sirene_locale=en",""
"RA000192","Mayotte","YT","Mayotte","Register of Commerce and Companies","Registre du Commerce et des Sociétés","Infogreffe","Infogreffe","www.infogreffe.com",""
"RA000449","Mexico","MX","Mexico","Taxpayer Register","Registro Federal de Contribuyentes","Tax Administration Agency","Servicio de Administración Tributaria (SAT)","https://portalsat.plataforma.sat.gob.mx/RecuperacionDeCertificados/",""
"RA000682","Mexico","MX","Mexico","","Catálogo del Sistema Financiero Mexicano (CASFIM)","Ministry of Finance and Public Credit","Secretaría de Hacienda y Crédito Público","https://www.gob.mx/shcp/documentos/catalogo-del-sistema-financiero-mexicano",""
"RA000703","Mexico","MX","Mexico","Public Register of Commerce","Registro Público de Comercio","Ministry of Economy","Secretaría de Economía","https://rpc.economia.gob.mx",""
"RA000949","Mexico","MX","Mexico","","","","Comisión Nacional Bancaria y de Valores (CNBV); Secretaría de Hacienda y Crédito Público","https://www.gob.mx/cnbv","to be used as a Validation Authority for funds"
"RA000948","Micronesia, Federated States of","FM","Micronesia, Federated States of","","","Banking Board of the Federated States of Micronesia","Banking Board of the Federated States of Micronesia","https://bankingboard.gov.fm/index.html","to be used as a Validation Authority for funds"
"RA000451","Moldova","MD","Moldova","State Register of Legal Entities","","State Chamber of Registration","Camera Înregistrării de Stat","www.cis.gov.md",""
"RA000950","Moldova","MD","Moldova","","","National Commission for Financial Markets","Comisia Națională a Pieței Financiare (CNPF)","http://old.cnpf.md/en/start/","to be used as a Validation Authority for funds"
"RA000951","Moldova","MD","Moldova","","","National Bank of Moldova","Banca Națională a Moldovei","https://www.bnm.md/en","to be used as a Validation Authority for funds"
"RA000452","Monaco","MC","Monaco","Registry of Commerce and Industry","Répertoire du Commerce et de l'Industrie","Registry of Commerce and Industry","Répertoire du Commerce et de l'Industrie","http://www.rci.gouv.mc/rc/",""
"RA000453","Monaco","MC","Monaco","","","Financial Activities Supervisory Commission","Commission de Contrôle des Activités Financières","http://www.ccaf.mc/en/",""
"RA000454","Mongolia","MN","Mongolia","","","Mongolian State Registration Office","","www.burtgel.mn",""
"RA000952","Mongolia","MN","Mongolia","","","Financial Regulatory Commission","Санхүүгийн зохицуулах хороо","http://www.frc.mn/?locale=en","to be used as a Validation Authority for funds"
"RA000455","Montenegro","ME","Montenegro","Central Registry of Business Entities","Centralni Registar Privrednih Subjekata","Central Registry of Business Entities of the Tax Administration (CRBE)","","www.crps.me",""
"RA000953","Montenegro","ME","Montenegro","","","Securities and Exchange Commission of Montenegro (SECMN)","Komisija za tržište kapitala","https://www.scmn.me/en/","to be used as a Validation Authority for funds"
"RA000954","Montenegro","ME","Montenegro","","","Central Bank of Montenegro","Centralna banka Crne Gore","https://www.cbcg.me/en","to be used as a Validation Authority for funds"
"RA000456","Montserrat","MS","Montserrat","","","Financial Services Commission Montserrat","Financial Services Commission Montserrat","http://www.fscmontserrat.org/",""
"RA000457","Morocco","MA","Morocco","Central Trade Register","Registre Central du Commerce","Moroccan Industrial and Commercial Property Office","Office Marocain de la Propriété Industrielle et Commerciale (OMPIC)","http://www.ompic.org.ma/en/content/about-rcc",""
"RA000955","Morocco","MA","Morocco","","","Moroccan Capital Market Authority","Autorité Marocaine du Marché des Capiteux (AMMC)","https://www.ammc.ma/en","to be used as a Validation Authority for funds"
"RA000458","Mozambique","MZ","Mozambique","Commercial Registry","Registo Comercial","","","http://www.portaldogoverno.gov.mz/por/Empresas/Registos/Registo-de-Sociedades",""
"RA000956","Mozambique","MZ","Mozambique","","","Bank of Mozambique","Banco de Moçambique","https://www.bancomoc.mz/","to be used as a Validation Authority for funds"
"RA000459","Myanmar","MM","Myanmar","","","Directorate of Investment and Company Administration","","http://dica.gov.mm.x-aas.net/",""
"RA000957","Myanmar","MM","Myanmar","","","Securities and Exchange Commission of Myanmar","မြန်မာနိုင်ငံ ငွေချေးသက်သေခံလက်မှတ်နှင့် လဲလှယ်ရေးကော်မရှင်","https://secm.gov.mm/en/home/","to be used as a Validation Authority for funds"
"RA000958","Myanmar","MM","Myanmar","","","Central Bank of Myanmar","မြန်မာနိုင်ငံတော်ဗဟိုဘဏ်","https://www.cbm.gov.mm/my","to be used as a Validation Authority for funds"
"RA000460","Namibia","NA","Namibia","Business Register","","Business and Intellectual Property Authority","","http://www.bipa.na/business-registration/",""
"RA000959","Namibia","NA","Namibia","","","Bank of Namibia","Bank of Namibia","https://www.bon.com.na/","to be used as a Validation Authority for funds"
"RA000960","Namibia","NA","Namibia","","","Namibia Financial Institutions Supervisory Authority (NAMFISA)","Namibia Financial Institutions Supervisory Authority (NAMFISA)","https://www.namfisa.com.na/","to be used as a Validation Authority for funds"
"RA000461","Nauru","NR","Nauru","","","Office of the Registrar of Corporations","","",""
"RA000961","Nauru","NR","Nauru","","","Department of Finance","","https://naurufinance.info/","to be used as a Validation Authority for funds"
"RA000462","Nepal","NP","Nepal","Company Register","","Office of Company Registrar","","http://www.ocr.gov.np/index.php/np/",""
"RA000962","Nepal","NP","Nepal","","","Securities Board of Nepal","नेपाल धितोपत्र बोर्ड","https://www.sebon.gov.np/","to be used as a Validation Authority for funds"
"RA000463","Netherlands","NL","Netherlands","Business Register","Handelsregister","The Netherlands Chamber of Commerce","Kamer van Koophandel","www.kvk.nl/english",""
"RA000464","Netherlands","NL","Netherlands","","","The Netherlands Authority for the Financial Markets","Autoriteit Financiële Markten","https://www.afm.nl/en/professionals/registers",""
"RA000664","Netherlands","NL","Netherlands","Public Benefit Organisation Register","ANBI-register","Tax and Customs Administration","Belastingdienst","www.belastingdienst.nl","only to be used for churches/religious organizations which are not registered in the business register of KvK (RA000463)"
"RA000189","New Caledonia","NC","New Caledonia","Register of Companies (Sirene)","Sirene","National Institute of Statistics and Economic Studies","Institut National de la Statistique et des Études Économiques","http://sirene.fr/sirene/public/accueil?sirene_locale=en",""
"RA000192","New Caledonia","NC","New Caledonia","Register of Commerce and Companies","Registre du Commerce et des Sociétés","Infogreffe","Infogreffe","www.infogreffe.com",""
"RA000963","New Caledonia","NC","New Caledonia","","Répertoire des entreprises et des établissements (Ridet)","","Institut de la statistique et des études économiques Nouvell-Calédonie (ISEE)","https://www.isee.nc/ridet#liste-d-entreprises",""
"RA000466","New Zealand","NZ","New Zealand","Companies Register","Companies Register","Companies Office (Ministry of Business Innovation and Employment)","Companies Office (Ministry of Business Innovation and Employment)","www.business.govt.nz/companies",""
"RA000749","New Zealand","NZ","New Zealand","New Zealand Business Number Register","New Zealand Business Number Register","Companies Office (Ministry of Business, Innovation and Employment)","Companies Office (Ministry of Business, Innovation and Employment)","https://www.nzbn.govt.nz/","to be used mainly for other entity types than companies"
"RA000964","New Zealand","NZ","New Zealand","","","Financial Markets Authority New Zealand","Financial Markets Authority New Zealand","https://www.fma.govt.nz/","to be used as a Validation Authority for funds"
"RA000467","Nicaragua","NI","Nicaragua","","Registro Público de la Propiedad Inmueble y Mercantil","","Direccion Nacional de Registros","http://www.registropublico.gob.ni/",""
"RA000965","Nicaragua","NI","Nicaragua","","","","Superintendecia de Bancos y otras Instituciones Financieras","https://www.superintendencia.gob.ni","to be used as a Validation Authority for funds"
"RA000468","Niger","NE","Niger","","Registre du Commerce et du Crédit Mobilier (RCCM)","","Registre du Commerce et du Crédit Mobilier (RCCM)","http://www.justice.gouv.ne/?q=node/103",""
"RA000814","Niger","NE","Niger","","","Central Bank of West African States (BCEAO)","Banque Central des Etats de l'Afrique de l'Ouest (BCEAO)","https://www.bceao.int/index.php/en","to be used as a Validation Authority for funds"
"RA000469","Nigeria","NG","Nigeria","Company Registry","Company Registry","Corporate Affairs Commission","Corporate Affairs Commission","www.cac.gov.ng",""
"RA000966","Nigeria","NG","Nigeria","Capital Market Operator Search (CMOS)","","Securities and Exchange Commission","","https://sec.gov.ng/cmos/#","to be used as a Validation Authority for funds"
"RA000967","Nigeria","NG","Nigeria","","","Central Bank of Nigeria","Central Bank of Nigeria","https://www.cbn.gov.ng/","to be used as a Validation Authority for funds"
"RA000470","Niue","NU","Niue","Companies Register","","Companies Office","","http://www.companies.gov.nu/cms",""
"RA000437","North Macedonia","MK","North Macedonia","Central Register (Trade Register)","","Central Register of the Republic of Macedonia","Едношалтерски систем Ре-актив Централен Регистар Македонија","www.crm.com.mk",""
"RA000968","North Macedonia","MK","North Macedonia","Registry of Investment Funds, Fund Management Entities","Регистар на инвестициски фондови, субјекти за управување со фондови","Securities and Exchange Commission","Комисијата за хартии од вредност","https://sec.gov.mk/","to be used as a Validation Authority for funds"
"RA000969","North Macedonia","MK","North Macedonia","","","National Bank of the Republic of North Macedonia","Народна банка на Република Северна Македонија","https://www.nbrm.mk/pocetna-en.nspx","to be used as a Validation Authority for funds"
"RA000471","Northern Mariana Islands","MP","Northern Mariana Islands","","","Registrar of Corporations (Department of Commerce)","","https://www.commerce.gov.mp/registrar",""
